ENSG00000158286.13	173	91	102
ENSG00000116237.16	1191	624	661
ENSG00000225077.3	9	44	47
ENSG00000173673.8	1	0	1
ENSG00000158292.7	146	68	78
ENSG00000097021.20	331	156	181
ENSG00000271746.1	2	2	6
ENSG00000069812.11	6	4	2
ENSG00000187017.17	40	46	38
ENSG00000265392.1	0	0	0
ENSG00000231868.1	2	1	3
ENSG00000215788.11	511	278	275
ENSG00000171680.23	302	145	157
ENSG00000162408.11	1996	1006	990
ENSG00000253022.1	2	1	1
ENSG00000229519.2	59	36	23
ENSG00000173662.21	19	10	9
ENSG00000204859.13	1172	545	628
ENSG00000162413.16	1811	909	904
ENSG00000116273.6	367	192	175
ENSG00000041988.15	182	343	349
ENSG00000007923.16	1304	920	894
ENSG00000228750.7	1	0	1
ENSG00000284744.1	2	1	1
ENSG00000237436.1	10	7	3
ENSG00000171735.19	565	288	277
ENSG00000227950.1	26	11	15
ENSG00000237365.1	2	1	1
ENSG00000207056.1	0	0	0
ENSG00000237402.1	4	3	1
ENSG00000237728.2	5	1	4
ENSG00000225126.1	0	0	0
ENSG00000270171.1	1	0	1
ENSG00000270035.1	4	1	3
ENSG00000269978.1	0	0	0
ENSG00000049245.13	1493	740	753
ENSG00000269925.1	40	18	22
ENSG00000049246.14	514	344	369
ENSG00000236266.1	19	37	42
ENSG00000049247.14	1	77	63
ENSG00000049249.9	40	20	20
ENSG00000270330.1	4	2	2
ENSG00000116288.13	1653	821	832
ENSG00000200344.1	4	3	1
ENSG00000284747.1	103	66	63
ENSG00000284716.1	9	5	8
ENSG00000116285.13	155	90	87
ENSG00000238290.1	1	0	1
ENSG00000232848.1	5	2	3
ENSG00000229305.1	0	0	0
ENSG00000227634.3	0	0	0
ENSG00000200975.1	0	0	0
ENSG00000233645.1	0	0	0
ENSG00000251977.1	0	0	0
ENSG00000162426.16	5	4	1
ENSG00000252254.1	0	0	0
ENSG00000142599.19	6646	3286	3363
ENSG00000232912.6	73	46	30
ENSG00000221083.1	8	5	3
ENSG00000270282.1	19	8	11
ENSG00000234619.1	134	74	62
ENSG00000224315.2	101	55	48
ENSG00000222511.2	38	16	22
ENSG00000226545.1	74	29	45
ENSG00000228423.2	58	32	26
ENSG00000229716.2	0	0	0
ENSG00000074800.16	32728	16335	16396
ENSG00000274258.1	9	5	4
ENSG00000230679.1	9	6	4
ENSG00000201725.1	0	0	0
ENSG00000238249.2	52	25	27
ENSG00000232208.2	20	11	9
ENSG00000232663.2	17	6	11
ENSG00000131686.15	26	12	15
ENSG00000265141.2	1	0	1
ENSG00000197241.3	1	1	0
ENSG00000142583.18	2871	1432	1439
ENSG00000252404.1	2	0	2
ENSG00000180758.12	189	93	96
ENSG00000228526.7	167	82	90
ENSG00000284357.1	0	0	0
ENSG00000234546.4	18	13	10
ENSG00000049239.13	5079	2493	2586
ENSG00000171621.14	42	18	24
ENSG00000284652.1	0	0	0
ENSG00000284693.1	5	2	3
ENSG00000252956.1	0	0	0
ENSG00000235263.1	0	0	0
ENSG00000171612.7	395	209	186
ENSG00000231181.1	79	40	39
ENSG00000188807.13	1298	638	661
ENSG00000171608.16	8795	4425	4521
ENSG00000179840.5	384	194	190
ENSG00000233268.3	119	61	58
ENSG00000231789.2	171	77	94
ENSG00000171603.18	4552	2382	2320
ENSG00000271264.1	15	6	9
ENSG00000280113.2	10	5	5
ENSG00000178585.15	567	404	396
ENSG00000223989.1	0	121	111
ENSG00000285701.1	69	31	38
ENSG00000162441.12	1123	552	572
ENSG00000228150.1	15	8	8
ENSG00000173614.14	252	119	133
ENSG00000202415.1	6	2	4
ENSG00000283611.2	10	6	4
ENSG00000265521.1	1	1	0
ENSG00000241326.1	0	0	0
ENSG00000162444.12	13	4	9
ENSG00000130939.20	4204	2107	2097
ENSG00000224340.1	15	10	5
ENSG00000233623.2	33	13	20
ENSG00000201746.1	23	13	10
ENSG00000054523.18	1119	567	552
ENSG00000264881.1	2	0	2
ENSG00000199562.1	1	1	0
ENSG00000264501.2	0	0	0
ENSG00000284735.1	24	16	8
ENSG00000284642.1	12	6	6
ENSG00000142657.21	5010	2563	2447
ENSG00000271989.1	0	5	4
ENSG00000251503.8	10	6	4
ENSG00000175279.22	23	6	17
ENSG00000241563.4	45	19	26
ENSG00000160049.12	2106	1217	1280
ENSG00000203469.2	0	134	125
ENSG00000142655.13	526	311	347
ENSG00000287727.1	138	77	61
ENSG00000243267.3	32	19	13
ENSG00000130940.15	162	151	169
ENSG00000272078.1	35	96	97
ENSG00000225158.2	0	0	0
