"rank_change","symbol","rank","padj","gene"
-3873,"EEF1A1P25",5251,0.00516278365468744,"ENSG00000241429"
358,"AC023830.3",5252,0.00517136375142494,"ENSG00000278434"
-327,"ZACN",5253,0.00517195550285422,"ENSG00000186919"
-3470,"NDUFA3P2",5254,0.00517828247360585,"ENSG00000254856"
968,"AC026369.1",5255,0.00518230972176011,"ENSG00000249695"
-677,"DNAJB6P7",5256,0.00518514921132755,"ENSG00000243508"
-537,"KRT18P61",5257,0.00518711615775339,"ENSG00000267083"
7854,"PTGES3P1",5258,0.00519282195562218,"ENSG00000234518"
10162,"AC135050.6",5259,0.00519282195562218,"ENSG00000278133"
1347,"FCGRT",5260,0.00519302813113627,"ENSG00000104870"
1889,"GNAZ",5261,0.00519302813113627,"ENSG00000128266"
313,"CDC7",5262,0.00519455599398088,"ENSG00000097046"
-1546,"AC127496.7",5263,0.00520658808413903,"ENSG00000280351"
2247,"SP140",5264,0.00520758238735294,"ENSG00000079263"
2030,"LINC01480",5265,0.00520758238735294,"ENSG00000270164"
6827,"SRRM3",5266,0.00520926986050392,"ENSG00000177679"
1786,"IGHG2",5267,0.00521670544282647,"ENSG00000211893"
-747,"RN7SKP271",5268,0.00521670544282647,"ENSG00000222460"
-3016,"AL022238.1",5269,0.00521670544282647,"ENSG00000227413"
-4775,"RAB5C",5270,0.0052169149448392,"ENSG00000108774"
-1662,"AL356320.1",5271,0.0052169149448392,"ENSG00000232768"
507,"AC016397.2",5272,0.00521713492270065,"ENSG00000279822"
-549,"CREB3L2-AS1",5273,0.00522187590116579,"ENSG00000237243"
-755,"AC073283.1",5274,0.00522800846363561,"ENSG00000225187"
2253,"AC008985.1",5275,0.00522941794233378,"ENSG00000278999"
NA,"AC005014.4",5276,0.0052327711725122,"ENSG00000287799"
1619,"MTF2",5277,0.00523478137212613,"ENSG00000143033"
1167,"DNAJB12",5278,0.00523478137212613,"ENSG00000148719"
8551,"GRIK2",5279,0.00523478137212613,"ENSG00000164418"
4973,"LINC02649",5280,0.00523478137212613,"ENSG00000215244"
6371,"AC020978.9",5281,0.00523478137212613,"ENSG00000279649"
NA,"AC009248.3",5282,0.00523478137212613,"ENSG00000287386"
2483,"MARK4",5283,0.00523582287399206,"ENSG00000007047"
1638,"PACS1",5284,0.00523952151612007,"ENSG00000175115"
-533,"ST3GAL1P1",5285,0.00523952151612007,"ENSG00000250656"
1162,"AL928654.1",5286,0.00523952151612007,"ENSG00000251602"
3601,"RPL4P6",5287,0.00524184132318189,"ENSG00000230071"
1536,"AP000648.4",5288,0.00524193918753946,"ENSG00000280385"
3496,"MCUR1",5289,0.00524485894106337,"ENSG00000050393"
-467,"RIMBP3",5290,0.00524485894106337,"ENSG00000275793"
-1336,"AKAP8L",5291,0.00526522100785657,"ENSG00000011243"
16963,"FAUP1",5292,0.0052715694245418,"ENSG00000235297"
465,"POLR2C",5293,0.00527398073498359,"ENSG00000102978"
-460,"COX6B1P3",5294,0.00529817721869411,"ENSG00000172912"
-3480,"MIR4312",5295,0.0053042652892388,"ENSG00000265195"
-2073,"Y_RNA",5296,0.00530541996553598,"ENSG00000202417"
1043,"DCTN3",5297,0.00530876653476933,"ENSG00000137100"
2631,"TET3",5298,0.00531212342345577,"ENSG00000187605"
-557,"RNU105B",5299,0.00531317678022281,"ENSG00000201348"
6754,"CHGB",5300,0.00531629636616024,"ENSG00000089199"
2445,"DCAF15",5301,0.00532045937337724,"ENSG00000132017"
972,"ZG16B",5302,0.00532045937337724,"ENSG00000162078"
-1993,"RNU6-789P",5303,0.00532045937337724,"ENSG00000252914"
340,"AC011447.7",5304,0.00532380859863534,"ENSG00000280079"
NA,"AC025449.2",5305,0.00532775645095124,"ENSG00000286193"
-547,"AP001363.2",5306,0.00533101090262814,"ENSG00000257058"
-3473,"ZNF410",5307,0.00533175542730966,"ENSG00000119725"
479,"RPL10AP1",5308,0.00533559642912513,"ENSG00000244691"
2696,"STAT6",5309,0.00533854361366724,"ENSG00000166888"
-1914,"RNA5SP394",5310,0.00533854361366724,"ENSG00000201086"
2745,"BOK",5311,0.00534631248272742,"ENSG00000176720"
-586,"AC090971.5",5312,0.00534675282601191,"ENSG00000274954"
-525,"KRR1P1",5313,0.00534956903106993,"ENSG00000237672"
2993,"AC104458.1",5314,0.00535879696040415,"ENSG00000272855"
1714,"CEMIP2",5315,0.00536938774771869,"ENSG00000135048"
4089,"TREML5P",5316,0.00537450002091601,"ENSG00000225690"
NA,"AC093599.2",5317,0.00537450002091601,"ENSG00000287642"
15069,"TMSB4XP1",5318,0.00538372828800027,"ENSG00000236876"
NA,"AC027601.5",5319,0.00540404662223001,"ENSG00000287431"
3752,"XPO1",5320,0.00540532369508326,"ENSG00000082898"
-520,"AC010285.2",5321,0.00542211257164621,"ENSG00000249876"
2162,"GPAT4",5322,0.00542378298234814,"ENSG00000158669"
NA,"AL049697.1",5323,0.00542473554663623,"ENSG00000213204"
-505,"GLMP",5324,0.00542636509876004,"ENSG00000198715"
NA,"AC091057.4",5325,0.00542636509876004,"ENSG00000284783"
NA,"AP000813.1",5326,0.00542636509876004,"ENSG00000285813"
-4492,"AGPAT1",5327,0.00544380675144509,"ENSG00000204310"
1110,"LAMTOR2",5328,0.00544903635160287,"ENSG00000116586"
-466,"AL390961.2",5329,0.00545485991372734,"ENSG00000235843"
2518,"CR1",5330,0.00545713359596109,"ENSG00000203710"
7934,"WDR92",5331,0.00545989598896364,"ENSG00000243667"
2016,"PANK4",5332,0.00546149430053243,"ENSG00000157881"
16561,"MIR635",5333,0.00546309425820241,"ENSG00000207561"
1980,"PEAK1",5334,0.00547585048580148,"ENSG00000173517"
-3791,"AC022007.1",5335,0.005476062725983,"ENSG00000206567"
-543,"THUMPD3-AS1",5336,0.00548610555906457,"ENSG00000206573"
NA,"AC026979.4",5337,0.00548819805489607,"ENSG00000285669"
571,"SERPINA2",5338,0.00548821548402465,"ENSG00000258597"
-246,"AC117453.1",5339,0.00549375354373501,"ENSG00000223930"
1410,"RPL28",5340,0.00550018124294192,"ENSG00000108107"
1162,"TM7SF3",5341,0.00550471910009627,"ENSG00000064115"
5162,"ARNT2",5342,0.005505041227097,"ENSG00000172379"
-4014,"ARPC1A",5343,0.00550753489167171,"ENSG00000241685"
-558,"RNU6-141P",5344,0.00551598397027883,"ENSG00000222431"
6341,"LIN7B",5345,0.0055177188587959,"ENSG00000104863"
NA,"AC007220.2",5346,0.0055177188587959,"ENSG00000287121"
2772,"TPX2",5347,0.00552729084647273,"ENSG00000088325"
-4001,"C17orf107",5348,0.00553449870768933,"ENSG00000205710"
1532,"MED21",5349,0.00554820090991965,"ENSG00000152944"
-1649,"EGFEM1P",5350,0.00555680380436007,"ENSG00000206120"
-250,"NAPRT",5351,0.00556067271812746,"ENSG00000147813"
NA,"VWC2",5352,0.00556080532060251,"ENSG00000188730"
-1263,"AC000078.1",5353,0.00556105433029009,"ENSG00000232926"
1604,"MTMR12",5354,0.00556155822415989,"ENSG00000150712"
2378,"IDE",5355,0.00556987370833489,"ENSG00000119912"
4565,"HMGA2-AS1",5356,0.00556987370833489,"ENSG00000197301"
1116,"LILRA2",5357,0.00556987370833489,"ENSG00000239998"
19193,"AC090114.3",5358,0.00556987370833489,"ENSG00000280828"
5004,"TUG1",5359,0.00557046743536545,"ENSG00000253352"
-2973,"AL035071.2",5360,0.00557394724007934,"ENSG00000260536"
735,"AC015921.1",5361,0.00557569761856771,"ENSG00000262884"
NA,"AC079467.1",5362,0.00557721755706795,"ENSG00000250978"
1093,"CNPY3",5363,0.00557748805395552,"ENSG00000137161"
-597,"YY1AP1",5364,0.00558101265223532,"ENSG00000163374"
-566,"AL391497.1",5365,0.00558538759954816,"ENSG00000272672"
2255,"BCAM",5366,0.00558876290648696,"ENSG00000187244"
-591,"MRAP-AS1",5367,0.00558959918056845,"ENSG00000232623"
12352,"AL139349.1",5368,0.00559205052042509,"ENSG00000254419"
2139,"RPL21P10",5369,0.00560509646534785,"ENSG00000239272"
306,"MAGOH2P",5370,0.00561588058791987,"ENSG00000264176"
1491,"ANOS1",5371,0.00562318613608035,"ENSG00000011201"
1690,"TMEM184B",5372,0.00562515125771524,"ENSG00000198792"
-2157,"BTF3P12",5373,0.00562683473425767,"ENSG00000213003"
1879,"TESMIN",5374,0.00563236395021154,"ENSG00000132749"
-2465,"EP300-AS1",5375,0.00564132892331606,"ENSG00000231993"
-274,"TRA2B",5376,0.00565042074971124,"ENSG00000136527"
1211,"TOLLIP",5377,0.00566768700593011,"ENSG00000078902"
-2037,"ZNF197-AS1",5378,0.0056709237847269,"ENSG00000233509"
699,"IFT81",5379,0.00568240432910251,"ENSG00000122970"
2250,"EZH1",5380,0.00568372510758466,"ENSG00000108799"
17065,"LINC01579",5381,0.00568513671371993,"ENSG00000258754"
-580,"AL513188.1",5382,0.00569030894490446,"ENSG00000233848"
573,"MT1F",5383,0.00570478797587255,"ENSG00000198417"
-575,"RPS14P4",5384,0.00570478797587255,"ENSG00000226928"
-492,"AC112504.1",5385,0.00570478797587255,"ENSG00000279147"
4291,"FAM189A1",5386,0.00570504797416295,"ENSG00000104059"
7829,"LINC01353",5387,0.00571565121402555,"ENSG00000231507"
1163,"ADAMTSL5",5388,0.00571880295634594,"ENSG00000185761"
-1032,"CYP27B1",5389,0.00572517058736143,"ENSG00000111012"
2925,"STX5",5390,0.00572517058736143,"ENSG00000162236"
-1977,"H3P31",5391,0.00572517058736143,"ENSG00000232466"
999,"RPF2",5392,0.00573013222911889,"ENSG00000197498"
1543,"PPIP5K2",5393,0.00573374468454239,"ENSG00000145725"
-3215,"CEACAM21",5394,0.00573513264491533,"ENSG00000007129"
1807,"MINK1",5395,0.00574030057069632,"ENSG00000141503"
15593,"AC099560.2",5396,0.00574030057069632,"ENSG00000234287"
-4042,"AL513534.1",5397,0.00574818929055121,"ENSG00000221184"
238,"DHODH",5398,0.00574884946453251,"ENSG00000102967"
14370,"A1BG",5399,0.00574884946453251,"ENSG00000121410"
-349,"AL137077.1",5400,0.00574884946453251,"ENSG00000235018"
-1125,"AP002812.3",5401,0.00574884946453251,"ENSG00000254691"
2632,"AC012313.5",5402,0.00574884946453251,"ENSG00000268912"
2380,"USP46",5403,0.00575945633439154,"ENSG00000109189"
585,"PRCC",5404,0.00575945633439154,"ENSG00000143294"
1674,"ACKR1",5405,0.00576360227195513,"ENSG00000213088"
-1999,"AC118754.1",5406,0.00576444947801666,"ENSG00000229782"
NA,"BX255925.3",5407,0.00576444947801666,"ENSG00000284976"
1612,"SOS1",5408,0.00577421045661431,"ENSG00000115904"
-1028,"FUBP1",5409,0.00577421045661431,"ENSG00000162613"
3208,"RTN4R",5410,0.00577751036840855,"ENSG00000040608"
3648,"PHF21A",5411,0.00578063942032515,"ENSG00000135365"
1545,"AP000769.1",5412,0.00578392291743569,"ENSG00000173727"
2044,"ZNF765",5413,0.00578433727857415,"ENSG00000196417"
-2147,"COX10-AS1",5414,0.00578528707458698,"ENSG00000236088"
3454,"NTAN1P2",5415,0.00579109887823528,"ENSG00000250569"
-4286,"TMEM86B",5416,0.0057939272586538,"ENSG00000180089"
-1550,"OTUD4P1",5417,0.00579538836069995,"ENSG00000118976"
-1969,"RPL23AP23",5418,0.00579978197616117,"ENSG00000236863"
949,"NEK2",5419,0.00580057295235912,"ENSG00000117650"
3084,"DIO3OS",5420,0.00580657272284019,"ENSG00000258498"
-499,"AL031673.1",5421,0.00580925614179844,"ENSG00000278383"
2522,"AC006504.5",5422,0.00581172907609467,"ENSG00000267575"
15478,"PRELID1P5",5423,0.0058203987476096,"ENSG00000226986"
-543,"AL590128.1",5424,0.00582050782052387,"ENSG00000227950"
425,"CAP2P1",5425,0.00582944782457415,"ENSG00000259151"
-731,"AC007496.2",5426,0.0058367280869004,"ENSG00000261630"
1110,"ABHD18",5427,0.00585101167800763,"ENSG00000164074"
-353,"AP000547.3",5428,0.00585366806050535,"ENSG00000283633"
-5069,"TBC1D30",5429,0.00585446273429569,"ENSG00000111490"
-713,"MPRIP-AS1",5430,0.00585791283573198,"ENSG00000225442"
-2733,"ABCA12",5431,0.00589497312293483,"ENSG00000144452"
-2324,"EEF1GP1",5432,0.00589545742324839,"ENSG00000186676"
3647,"NT5DC4",5433,0.00589575836055028,"ENSG00000144130"
2784,"STK26",5434,0.00590969073013675,"ENSG00000134602"
-380,"AC092666.1",5435,0.00591402995496223,"ENSG00000241449"
-575,"AC087620.1",5436,0.00591402995496223,"ENSG00000253754"
6783,"SCD",5437,0.00591496531210787,"ENSG00000099194"
4188,"HCN2",5438,0.00593677637216711,"ENSG00000099822"
NA,"AC090517.5",5439,0.00594008282963877,"ENSG00000285331"
-4242,"FAM89B",5440,0.00594747983486363,"ENSG00000176973"
-3525,"ACAP2-IT1",5441,0.00598643957021855,"ENSG00000229325"
-3597,"AC016597.1",5442,0.005986680514183,"ENSG00000261329"
5337,"GK-AS1",5443,0.00598898098560511,"ENSG00000243055"
1143,"IRAG1",5444,0.00598969128305535,"ENSG00000072952"
-539,"AC018511.2",5445,0.00598969128305535,"ENSG00000234149"
1648,"PITHD1",5446,0.00599532650443723,"ENSG00000057757"
-969,"PHF7",5447,0.00600440827469119,"ENSG00000010318"
-3075,"VCAN-AS1",5448,0.00600440827469119,"ENSG00000249835"
1085,"TSPAN3",5449,0.00601630236375916,"ENSG00000140391"
2164,"LRIG2",5450,0.00602452511469837,"ENSG00000198799"
127,"AC005034.5",5451,0.00602452511469837,"ENSG00000271452"
140,"RPL23AP53",5452,0.00602874213253006,"ENSG00000223508"
NA,"AC079210.1",5453,0.00602954684642416,"ENSG00000267461"
-592,"SLC9C1",5454,0.00603123971680432,"ENSG00000172139"
1842,"ZC3H13",5455,0.00604001761219768,"ENSG00000123200"
-2925,"SUPT16HP1",5456,0.00604400568726669,"ENSG00000256238"
1225,"AC104447.1",5457,0.00604588185310598,"ENSG00000280173"
96,"DMPK",5458,0.00604876907666937,"ENSG00000104936"
1972,"PRL",5459,0.00605409675812392,"ENSG00000172179"
-2070,"AC106791.1",5460,0.00605409675812392,"ENSG00000250159"
7909,"SCN2A",5461,0.00605560457736102,"ENSG00000136531"
970,"TMBIM6",5462,0.00605560457736102,"ENSG00000139644"
770,"YWHAZ",5463,0.00606191596696221,"ENSG00000164924"
-574,"MIR4434",5464,0.00606191596696221,"ENSG00000283204"
2590,"MT-TM",5465,0.00607159609667813,"ENSG00000210112"
1332,"NEK6",5466,0.00607682319270259,"ENSG00000119408"
-395,"MTND2P2",5467,0.00607682319270259,"ENSG00000229954"
4192,"GPR37",5468,0.00607982379713986,"ENSG00000170775"
443,"AC018638.6",5469,0.00608076462884629,"ENSG00000271344"
-3683,"CALML4",5470,0.006082900972315,"ENSG00000129007"
-574,"BNIP3P26",5471,0.006082900972315,"ENSG00000268705"
434,"AC007598.3",5472,0.00609246961221243,"ENSG00000278979"
786,"RAB8B",5473,0.00609360537756134,"ENSG00000166128"
-692,"FAR1-IT1",5474,0.00609360537756134,"ENSG00000254791"
3367,"AC009086.2",5475,0.00609360537756134,"ENSG00000279583"
876,"TMEM97",5476,0.006102115421886,"ENSG00000109084"
1025,"HMOX1",5477,0.00610521436297502,"ENSG00000100292"
-174,"TRIM17",5478,0.00611658339633842,"ENSG00000162931"
1232,"AC026111.1",5479,0.00611798208452879,"ENSG00000258012"
-488,"LINC02208",5480,0.00612930451002115,"ENSG00000250891"
2700,"AXIN1",5481,0.0061427703459256,"ENSG00000103126"
-357,"AC011767.1",5482,0.00614563688465143,"ENSG00000259425"
912,"SRGN",5483,0.00614619812377335,"ENSG00000122862"
1910,"CAPN5",5484,0.0061543789190527,"ENSG00000149260"
NA,"AC004593.1",5485,0.0061587663396614,"ENSG00000285081"
1074,"AC103923.1",5486,0.0061644001168233,"ENSG00000235545"
-3185,"RNU6-780P",5487,0.0061705974080116,"ENSG00000212332"
-747,"AP001381.1",5488,0.00617486258867053,"ENSG00000266541"
-3105,"AC010536.2",5489,0.00617630529112968,"ENSG00000260671"
1355,"FAM160A2",5490,0.00617641011042889,"ENSG00000051009"
1290,"PRELID3A",5491,0.00619026457231907,"ENSG00000141391"
-579,"MIR5692C2",5492,0.00619572274417339,"ENSG00000266668"
-855,"SMYD3-IT1",5493,0.0061991606156188,"ENSG00000230184"
-1689,"AC087521.2",5494,0.00620065321816917,"ENSG00000246250"
-1879,"AC138466.5",5495,0.00620246838623439,"ENSG00000279640"
1610,"TMEM208",5496,0.00622397095541667,"ENSG00000168701"
-596,"HMGN2P38",5497,0.00623544401385181,"ENSG00000231726"
-2276,"PCDHGC3",5498,0.00623544401385181,"ENSG00000240184"
2120,"DENND11",5499,0.00624156648377737,"ENSG00000257093"
1117,"METRNL",5500,0.0062485120078834,"ENSG00000176845"
2406,"YLPM1",5501,0.00625067919591664,"ENSG00000119596"
1953,"RAB3A",5502,0.00625134327267059,"ENSG00000105649"
-584,"AC093367.1",5503,0.00625208776632156,"ENSG00000254131"
4882,"ACTL6A",5504,0.00625393755648724,"ENSG00000136518"
841,"POFUT2",5505,0.006257576920761,"ENSG00000186866"
-2091,"SCOCP1",5506,0.006257576920761,"ENSG00000258896"
2124,"FAM72B",5507,0.00626351548518141,"ENSG00000188610"
-2158,"AC007151.1",5508,0.00626602404940764,"ENSG00000262516"
-1852,"TRGV1",5509,0.00627261891839534,"ENSG00000211701"
-2307,"AC009152.1",5510,0.00627288031582788,"ENSG00000275927"
1814,"C16orf87",5511,0.00627496469061208,"ENSG00000155330"
-1408,"ATP2A2",5512,0.00628534093405052,"ENSG00000174437"
2011,"TWNK",5513,0.00628655684889801,"ENSG00000107815"
3066,"POLM",5514,0.00628776963277267,"ENSG00000122678"
10202,"PCDH10",5515,0.00628944716927602,"ENSG00000138650"
-475,"AC006518.1",5516,0.00628951406394749,"ENSG00000256651"
789,"ZNF622",5517,0.0062902254484614,"ENSG00000173545"
1220,"YEATS4",5518,0.00629859630959304,"ENSG00000127337"
1371,"CISD3",5519,0.00629859630959304,"ENSG00000277972"
1238,"ANKRD9",5520,0.00630420857276295,"ENSG00000156381"
2964,"GPR137",5521,0.00630571920723569,"ENSG00000173264"
1563,"ZNF720",5522,0.00630571920723569,"ENSG00000197302"
2221,"KANSL1L-AS1",5523,0.006318114929582,"ENSG00000229127"
697,"AL603756.1",5524,0.00632720833360094,"ENSG00000271933"
3553,"TASP1",5525,0.00632913856817207,"ENSG00000089123"
2351,"CKAP5",5526,0.00634388984406255,"ENSG00000175216"
-2025,"STPG4",5527,0.00634388984406255,"ENSG00000239605"
-1384,"Metazoa_SRP",5528,0.00634388984406255,"ENSG00000278818"
14137,"LINC00659",5529,0.00635084273290121,"ENSG00000228705"
-563,"HMGB1P23",5530,0.00635855095696137,"ENSG00000253770"
4541,"IFTAP",5531,0.00636091402973826,"ENSG00000166352"
1092,"POLE4",5532,0.00637037538834926,"ENSG00000115350"
247,"CCDC175",5533,0.00637469368447309,"ENSG00000151838"
NA,"AC010201.3",5534,0.00639055906528487,"ENSG00000286608"
-3946,"ST8SIA6-AS1",5535,0.00639123881168548,"ENSG00000204832"
-258,"PTPRJ-AS1",5536,0.00639326339954243,"ENSG00000254879"
-591,"RNA5SP465",5537,0.0064002298943397,"ENSG00000212497"
3083,"CCS",5538,0.00640603670904767,"ENSG00000173992"
1063,"MSL1",5539,0.00641409454875857,"ENSG00000188895"
1060,"GATA3",5540,0.00641695443640535,"ENSG00000107485"
-310,"PGBD1",5541,0.00641695443640535,"ENSG00000137338"
1318,"ANO10",5542,0.00641695443640535,"ENSG00000160746"
977,"PTPRC",5543,0.00642536073172068,"ENSG00000081237"
1257,"INSR",5544,0.00642537591285323,"ENSG00000171105"
-3699,"KAT5",5545,0.00643503699138219,"ENSG00000172977"
-322,"RNU5F-1",5546,0.00643558964315816,"ENSG00000199377"
1465,"TTC17",5547,0.0064411611549764,"ENSG00000052841"
-601,"RNA5SP311",5548,0.00644544622470986,"ENSG00000238405"
-454,"AL359385.1",5549,0.0064469372797234,"ENSG00000231398"
1147,"B3GNT7",5550,0.00645291024017379,"ENSG00000156966"
1465,"FCGR1B",5551,0.00645654473834686,"ENSG00000198019"
5694,"CDH19",5552,0.00645978499563179,"ENSG00000071991"
-3911,"NME9",5553,0.00645978499563179,"ENSG00000181322"
1130,"QPCT",5554,0.00646118399536466,"ENSG00000115828"
3175,"CLDN1",5555,0.00646663431821697,"ENSG00000163347"
7426,"CADPS",5556,0.00646663431821697,"ENSG00000163618"
2695,"PRMT5-AS1",5557,0.00646663431821697,"ENSG00000237054"
NA,"AL136531.2",5558,0.00647018915524794,"ENSG00000274322"
1027,"SSR4",5559,0.0064731967463439,"ENSG00000180879"
1441,"DLGAP5",5560,0.00647431282096061,"ENSG00000126787"
187,"TRAV2",5561,0.00647622449203595,"ENSG00000211776"
NA,"AL133351.4",5562,0.00647622449203595,"ENSG00000288612"
222,"TRAV1-1",5563,0.00648035429330313,"ENSG00000255569"
-474,"AL359092.1",5564,0.00648288439867721,"ENSG00000224797"
1816,"EBLN2",5565,0.00648288439867721,"ENSG00000255423"
10768,"WDFY2",5566,0.00648728543928299,"ENSG00000139668"
1199,"OXER1",5567,0.00648728543928299,"ENSG00000162881"
633,"TLCD1",5568,0.00649216285894807,"ENSG00000160606"
-1471,"UHRF2P1",5569,0.00649570779974526,"ENSG00000223650"
966,"IRF2BPL",5570,0.00652781545511044,"ENSG00000119669"
-576,"AC010325.2",5571,0.00652781545511044,"ENSG00000268375"
-502,"MIR624",5572,0.00652977079901349,"ENSG00000207952"
-564,"MESTIT1",5573,0.0065334535663635,"ENSG00000272701"
-410,"PPIAP70",5574,0.00654357283560141,"ENSG00000232407"
NA,"TGFA",5575,0.00654934692197774,"ENSG00000163235"
-2945,"TAS2R19",5576,0.00655508040628627,"ENSG00000212124"
1382,"MAP10",5577,0.00655635290458294,"ENSG00000212916"
NA,"AL035693.1",5578,0.00656043047533395,"ENSG00000285603"
863,"SFXN4",5579,0.00658836449605179,"ENSG00000183605"
-2083,"MORF4L2-AS1",5580,0.00658836449605179,"ENSG00000231154"
-1378,"SHD",5581,0.00659659780854658,"ENSG00000105251"
2964,"EEF1AKMT3",5582,0.00659824788533314,"ENSG00000123427"
2151,"NCOA7",5583,0.00661133209611525,"ENSG00000111912"
-434,"AC021744.1",5584,0.00661572932756509,"ENSG00000253574"
2354,"AP006333.2",5585,0.00662475966242604,"ENSG00000256481"
2641,"UPB1",5586,0.00662487354015336,"ENSG00000100024"
2893,"SLC25A43",5587,0.00663173504875867,"ENSG00000077713"
2544,"EFEMP2",5588,0.00663756248053171,"ENSG00000172638"
1627,"SDC2",5589,0.0066702623597446,"ENSG00000169439"
-2127,"RNA5SP151",5590,0.00667517285612701,"ENSG00000202502"
1976,"DDX21",5591,0.00667674650781837,"ENSG00000165732"
2083,"LORICRIN",5592,0.00667917402121454,"ENSG00000203782"
2551,"RIC8A",5593,0.00668419436559715,"ENSG00000177963"
1730,"ORC1",5594,0.0066856288387556,"ENSG00000085840"
1133,"OSGIN1",5595,0.00668971634878967,"ENSG00000140961"
-592,"AL513185.1",5596,0.00669059773256058,"ENSG00000226163"
-1359,"EIF4BP5",5597,0.00669277099445001,"ENSG00000261336"
1845,"AC007342.5",5598,0.00669277099445001,"ENSG00000262714"
1134,"UBL4A",5599,0.00670939242284846,"ENSG00000102178"
-535,"DPY19L1P2",5600,0.00671716928500769,"ENSG00000231952"
168,"TMEM115",5601,0.00671884595410977,"ENSG00000126062"
4818,"MAPK12",5602,0.00672514558831629,"ENSG00000188130"
NA,"AC011416.4",5603,0.00672514558831629,"ENSG00000286615"
1702,"PHF12",5604,0.00672525951875137,"ENSG00000109118"
NA,"GLULP3",5605,0.00672525951875137,"ENSG00000254572"
5883,"SNAP91",5606,0.00674718222417985,"ENSG00000065609"
1686,"ALAS1",5607,0.00674753767827846,"ENSG00000023330"
2463,"ENKUR",5608,0.00674853620650966,"ENSG00000151023"
13831,"CLN5",5609,0.00675769528579438,"ENSG00000102805"
2090,"KTN1-AS1",5610,0.00676212478766394,"ENSG00000186615"
-851,"SLC27A6",5611,0.0067717013949004,"ENSG00000113396"
910,"SEPSECS",5612,0.00677419147969575,"ENSG00000109618"
3696,"NUBPL",5613,0.00677746558250497,"ENSG00000151413"
-422,"Z82190.1",5614,0.0067815555452633,"ENSG00000227813"
1585,"AC092171.5",5615,0.00679426363627106,"ENSG00000273084"
1118,"DHCR7",5616,0.00680161893424618,"ENSG00000172893"
806,"ZNF347",5617,0.00680800230894939,"ENSG00000197937"
1188,"PCDHGA12",5618,0.00681646865152414,"ENSG00000253159"
-5468,"HBD",5619,0.00683305848514927,"ENSG00000223609"
1499,"DUSP2",5620,0.0068434372177547,"ENSG00000158050"
481,"MTX2",5621,0.0068477172452123,"ENSG00000128654"
2716,"PCDH1",5622,0.0068477172452123,"ENSG00000156453"
-5469,"IGFLR1",5623,0.00685732236813488,"ENSG00000126246"
7544,"INA",5624,0.00685732236813488,"ENSG00000148798"
1665,"CCDC62",5625,0.00685921877520052,"ENSG00000130783"
2957,"GALNT15",5626,0.00685921877520052,"ENSG00000131386"
2981,"SINHCAF",5627,0.00686981482305386,"ENSG00000139146"
2966,"UBE2Q2",5628,0.00686981482305386,"ENSG00000140367"
-591,"RPS3P2",5629,0.00686981482305386,"ENSG00000231307"
289,"PGAP1",5630,0.00688583932005563,"ENSG00000197121"
874,"GPX1",5631,0.00689646512022103,"ENSG00000233276"
-582,"DUTP7",5632,0.0069095564059217,"ENSG00000250473"
-559,"AL031663.3",5633,0.0069095564059217,"ENSG00000277022"
840,"AC055811.4",5634,0.00691439654618885,"ENSG00000278864"
-1712,"DELEC1",5635,0.00692022771157253,"ENSG00000173077"
389,"TAS2R43",5636,0.00692072599147554,"ENSG00000255374"
1633,"SMPD2",5637,0.00692776382693687,"ENSG00000135587"
1863,"TAFA1",5638,0.00692792367624072,"ENSG00000183662"
6724,"L3MBTL1",5639,0.00692792367624072,"ENSG00000185513"
3230,"ZNF33B",5640,0.00692792367624072,"ENSG00000196693"
1563,"FZD5",5641,0.00692913904070465,"ENSG00000163251"
1533,"DDTL",5642,0.00694047859268326,"ENSG00000099974"
1488,"CUTA",5643,0.00694047859268326,"ENSG00000112514"
-5286,"NBPF19",5644,0.00694047859268326,"ENSG00000271383"
1840,"RNF122",5645,0.00694782563654921,"ENSG00000133874"
2149,"SLC49A3",5646,0.00695517248221667,"ENSG00000169026"
-578,"AC104982.1",5647,0.00697021798590284,"ENSG00000239129"
-3099,"AL353807.4",5648,0.00697021798590284,"ENSG00000271267"
329,"CICP14",5649,0.00697021798590284,"ENSG00000281490"
NA,"SLITRK2",5650,0.00697855294180921,"ENSG00000185985"
2457,"AC007191.1",5651,0.00698064975381228,"ENSG00000279407"
756,"ZNF345",5652,0.00698255974161723,"ENSG00000251247"
911,"AC241585.2",5653,0.00698377612520093,"ENSG00000281571"
3242,"AC026356.2",5654,0.0069841089134833,"ENSG00000276115"
3307,"TYK2",5655,0.00699704655166514,"ENSG00000105397"
2010,"SGSM1",5656,0.00699918419476582,"ENSG00000167037"
2500,"AC084824.3",5657,0.00700276408234392,"ENSG00000274105"
1691,"PGM3",5658,0.00700811054965271,"ENSG00000013375"
-773,"RPL23AP55",5659,0.00701749954764221,"ENSG00000243265"
-587,"AL356776.1",5660,0.00702253573403647,"ENSG00000217512"
1033,"HAR1A",5661,0.00703382437180846,"ENSG00000225978"
71,"AL845472.1",5662,0.00704043432521023,"ENSG00000279561"
1747,"CC2D1B",5663,0.00704479079355946,"ENSG00000154222"
1143,"CKAP4",5664,0.0070570351128593,"ENSG00000136026"
NA,"UBA52P7",5665,0.0070570351128593,"ENSG00000241656"
2413,"AC092171.3",5666,0.00705889512475933,"ENSG00000234432"
