"gene","GTExN7MScountsPUBLISHED","GTExNFK9countsPUBLISHED","GTExO5YTcountsPUBLISHED","GDC2821countsPUBLISHED","GDC2828countsPUBLISHED","GDC2839countsPUBLISHED","padj","symbol","rank","rank_change"
"ENSG00000203872",8,16,41,326,111,336,0.000753269532031919,"C6orf163",5063,-671
"ENSG00000118402",17,10,14,2,0,0,0.000753744800097086,"ELOVL4",5064,-1737
"ENSG00000231952",0,0,0,22,15,45,0.000753744800097086,"DPY19L1P2",5065,535
"ENSG00000261267",2,0,3,61,33,46,0.000753744800097086,"AC026470.2",5066,35059
"ENSG00000261872",2,0,0,33,63,50,0.000753786190652837,"AC002558.2",5067,827
"ENSG00000283297",19,4,6,403,98,233,0.000754403605878086,"TEX52",5068,4130
"ENSG00000239129",0,0,0,19,27,26,0.00075583214560454,"AC104982.1",5069,578
"ENSG00000207952",0,0,0,19,23,31,0.000757112556665434,"MIR624",5070,502
"ENSG00000244242",323,172,122,96,30,12,0.000757112556665434,"IFITM10",5071,17034
"ENSG00000229954",0,0,0,17,19,46,0.000757185352032711,"MTND2P2",5072,395
"ENSG00000217512",0,0,0,21,26,24,0.000757803367935676,"AL356776.1",5073,587
"ENSG00000277022",0,0,0,22,18,35,0.000757803367935676,"AL031663.3",5074,559
"ENSG00000283633",434,225,98,45,0,2,0.000758925290772642,"AP000547.3",5075,353
"ENSG00000180628",4569,3609,3159,2108,1888,713,0.00075995669267351,"PCGF5",5076,-940
"ENSG00000107643",283,226,293,1893,1748,2442,0.000760389784389071,"MAPK8",5077,-855
"ENSG00000177455",429,185,345,196,126,75,0.000761476045462323,"CD19",5078,-1443
"ENSG00000183444",130,63,366,60,31,77,0.00076417127992161,"OR7E38P",5079,28187
"ENSG00000239419",2,0,0,80,42,32,0.000764915140082165,"RN7SL535P",5080,-799
"ENSG00000116852",5300,2866,6250,3374,1462,2298,0.00076512658246729,"KIF21B",5081,-1169
"ENSG00000133393",167,184,344,1090,1633,1643,0.00076512658246729,"CEP20",5082,-1387
"ENSG00000159055",20,36,47,208,311,417,0.000767006135427412,"MIS18A",5083,-554
"ENSG00000277895",0,0,0,26,30,17,0.000767006135427412,"AC135279.3",5084,584
"ENSG00000281501",36,32,103,396,450,303,0.000768180844515978,"SEPSECS-AS1",5085,-1849
"ENSG00000162852",440,379,511,2854,3294,7185,0.000768840818747925,"CNST",5086,-1397
"ENSG00000126803",44,48,74,33,19,29,0.000769222063595029,"HSPA2",5087,-2918
"ENSG00000112473",874,1162,3122,1146,909,757,0.000769287549286018,"SLC39A7",5088,-1030
"ENSG00000241438",2,0,0,39,29,127,0.000769287549286018,"TDGF1P6",5089,-926
"ENSG00000224797",0,0,0,16,33,26,0.000769816374635245,"AL359092.1",5090,474
"ENSG00000262408",1,0,0,40,23,41,0.000770486825234803,"AC015912.2",5091,5230
"ENSG00000226801",4,0,0,59,73,89,0.000770670225064671,"OSTCP8",5092,-1458
"ENSG00000223930",1,0,2,5,35,333,0.000770890211816195,"AC117453.1",5093,246
"ENSG00000138795",1530,536,1451,534,100,49,0.000771526509863652,"LEF1",5094,-986
"ENSG00000231398",0,0,0,12,68,19,0.000771926224951703,"AL359385.1",5095,454
"ENSG00000136319",78,168,208,1441,867,1345,0.000772618391801795,"TTC5",5096,-1026
"ENSG00000252192",0,0,0,18,18,45,0.000773115695782929,"AC127002.1",5097,6690
"ENSG00000141293",1007,1759,298,337,179,32,0.000777731479037808,"SKAP1",5098,-1288
"ENSG00000100558",328,107,65,34,0,9,0.000778697077611009,"PLEK2",5099,-997
"ENSG00000235286",6,3,0,135,98,80,0.000779177070712999,"AP000925.1",5100,-2134
"ENSG00000147813",1083,533,3798,667,569,623,0.000779906110659331,"NAPRT",5101,250
"ENSG00000136527",1551,1289,2866,11672,10941,25432,0.000780490052436894,"TRA2B",5102,274
"ENSG00000115594",754,1175,6184,526,55,8,0.000780765413842711,"IL1R1",5103,-896
"ENSG00000267272",4,2,16,73,86,157,0.00078076745655447,"LINC01140",5104,-2742
"ENSG00000063245",2497,2596,7213,2730,2678,1698,0.000781931313950537,"EPN1",5105,-937
"ENSG00000185627",1838,2700,12287,1784,2124,1667,0.000782016965091294,"PSMD13",5106,-3055
"ENSG00000209082",8,1,8,31,163,348,0.000782662740824264,"MT-TL1",5107,-3116
"ENSG00000185710",5,0,0,133,46,179,0.000785195540438141,"SMG1P4",5108,921
"ENSG00000279469",2,6,8,53,104,73,0.000785195540438141,"AC109454.4",5109,-683
"ENSG00000121764",0,0,0,35,14,28,0.000786337745706144,"HCRTR1",5110,14124
"ENSG00000169704",256,283,75,9,9,70,0.000786768405340657,"GP9",5111,-1181
"ENSG00000264577",37,21,12,466,270,403,0.000787835578342296,"AC010761.1",5112,976
"ENSG00000175087",38,88,47,550,753,773,0.000787862865971893,"PDIK1L",5113,-1451
"ENSG00000160741",6280,2436,5854,3006,1997,2051,0.000788973927029041,"CRTC2",5114,-1622
"ENSG00000255946",0,0,0,20,28,23,0.000791367558063756,"AC069234.1",5115,597
"ENSG00000251348",0,4,0,92,50,82,0.000792006041478805,"HSPD1P11",5116,-1485
"ENSG00000166025",58,39,166,492,780,728,0.000793134407762085,"AMOTL1",5117,-1055
"ENSG00000180138",6,49,114,13,2,3,0.000793672955198094,"CSNK1A1L",5118,-1779
"ENSG00000258872",6,0,2,47,56,395,0.00079568979376034,"FDPSP3",5119,-1298
"ENSG00000242457",2,1,0,49,36,50,0.000795879802720016,"RBBP4P2",5120,1133
"ENSG00000272578",988,503,1387,700,435,350,0.000799182830169087,"AP000347.1",5121,7572
"ENSG00000151366",215,490,2493,184,181,319,0.000799271130242068,"NDUFC2",5122,24821
"ENSG00000229679",0,0,0,24,32,17,0.000799500503186512,"AC007327.2",5123,602
"ENSG00000221265",0,0,0,22,23,25,0.00080099367644192,"MIR1255A",5124,6037
"ENSG00000259425",0,0,1,64,1,253,0.000802517620832637,"AC011767.1",5125,357
"ENSG00000236165",0,0,1,37,22,44,0.000805067632084054,"PRADC1P1",5126,2086
"ENSG00000230690",0,0,0,43,1,163,0.000805669205876563,"AC013402.1",5127,1759
"ENSG00000129680",124,204,208,1224,1247,1791,0.000807179832804587,"MAP7D3",5128,-1868
"ENSG00000162997",10,19,28,133,165,305,0.00080719588071441,"PRORSD1P",5129,-683
"ENSG00000278496",0,0,0,19,25,27,0.000808536230949711,"AL158062.1",5130,607
"ENSG00000104856",708,520,1458,656,341,222,0.000808609783689086,"RELB",5131,-1175
"ENSG00000224003",15,2,4,143,349,110,0.000809296008102789,"YES1P1",5132,814
"ENSG00000178115",2,0,1,43,28,68,0.000810012420324724,"GOLGA8Q",5133,635
"ENSG00000229444",0,1,0,25,37,39,0.000810123774509616,"ST3GAL3-AS1",5134,-1113
"ENSG00000167419",18,0,0,808,1504,206,0.000810324407623385,"LPO",5135,2482
"ENSG00000051180",66,28,61,369,624,507,0.000810635132451209,"RAD51",5136,-2008
"ENSG00000105639",8670,8963,60441,9962,2687,4444,0.000811811445370245,"JAK3",5137,-1402
"ENSG00000139722",3499,1176,5316,1472,758,1538,0.000813139103125866,"VPS37B",5138,102
"ENSG00000170893",14,2,0,4462,267,4,0.000813139199628922,"TRH",5139,-1006
"ENSG00000177602",27,16,15,156,415,270,0.000813414502468297,"HASPIN",5140,-1331
"ENSG00000241058",117,100,158,941,638,969,0.00081348313628752,"NSUN6",5141,-380
"ENSG00000168591",1568,1828,8065,1620,1513,1379,0.000814126131755789,"TMUB2",5142,-777
"ENSG00000185614",31,25,21,325,195,384,0.000814126131755789,"INKA1",5143,-1368
"ENSG00000197841",12,34,57,391,216,379,0.000814126131755789,"ZNF181",5144,-1324
"ENSG00000275278",2,2,14,96,50,182,0.000814126131755789,"AC012150.2",5145,2692
"ENSG00000124194",0,0,3,54,58,28,0.000814335595619172,"GDAP1L1",5146,2023
"ENSG00000173638",1414,1516,6711,1735,837,838,0.000814335595619172,"SLC19A1",5147,-1017
"ENSG00000200788",0,0,0,23,21,26,0.000814816255057757,"Y_RNA",5148,10000
"ENSG00000263316",1,0,0,33,7,166,0.000815681987326096,"AC027763.2",5149,2629
"ENSG00000253574",0,0,0,22,20,29,0.000815719372602837,"AC021744.1",5150,434
"ENSG00000269921",0,0,0,19,22,31,0.000816749750503564,"AC068620.1",5151,593
"ENSG00000277161",24,32,24,225,300,256,0.000816847581692541,"PIGW",5152,-1188
"ENSG00000200389",0,0,0,17,32,24,0.000817068234688938,"RNU6-509P",5153,590
"ENSG00000207181",0,0,0,28,16,29,0.000817519337151228,"SNORA14B",5154,591
"ENSG00000231073",0,2,1,51,30,46,0.000817557113332768,"AL590133.1",5155,845
"ENSG00000252060",0,0,0,18,16,50,0.000819344165478873,"RNA5SP464",5156,35073
"ENSG00000149084",127,61,275,703,2136,2163,0.00082123850997336,"HSD17B12",5157,5679
"ENSG00000240869",2,2,0,51,43,53,0.000822995641616036,"RN7SL128P",5158,9627
"ENSG00000279366",0,0,0,22,15,42,0.00082315243482478,"AC120349.2",5159,555
"ENSG00000184611",7,32,605,18,15,3,0.000823342081665341,"KCNH7",5160,-3222
"ENSG00000118113",4225,621,83393,1781,9,42,0.000826287403160688,"MMP8",5161,-927
"ENSG00000250848",4,0,22,167,168,166,0.000826287403160688,"AC021087.2",5162,-3263
"ENSG00000222511",1,0,0,38,28,32,0.000826839815933722,"Y_RNA",5163,3173
"ENSG00000232407",0,0,0,52,7,40,0.000826887402616281,"PPIAP70",5164,410
"ENSG00000180817",300,517,682,3346,3283,2805,0.000828569955492453,"PPA1",5165,-2080
"ENSG00000145708",15,10,51,201,186,323,0.000829585439965059,"CRHBP",5166,-615
"ENSG00000266907",2,0,0,16,98,89,0.000832633371378777,"AC006116.1",5167,-948
"ENSG00000233448",41,5,39,0,5,1,0.000834029634214182,"PMS2P9",5168,30413
"ENSG00000138079",8,4,6,72,80,81,0.000836495205950562,"SLC3A1",5169,-2345
"ENSG00000253475",2,0,0,41,51,42,0.000836516073271241,"AC103769.1",5170,10686
"ENSG00000143811",1068,975,1213,755,602,768,0.000836662985327343,"PYCR2",5171,17410
"ENSG00000180785",5,15,6,0,0,0,0.000836662985327343,"OR51E1",5172,NA
"ENSG00000165506",43,79,89,595,417,719,0.000838512063750722,"DNAAF2",5173,-1069
"ENSG00000213020",98,104,339,1074,1222,1072,0.000838565436470352,"ZNF611",5174,-581
"ENSG00000253535",0,0,1,103,9,44,0.000838636460842568,"AC120193.1",5175,691
"ENSG00000141968",4069,4021,19462,4028,3733,3011,0.000839038948875517,"VAV1",5176,-1492
"ENSG00000181904",107,237,335,1263,2253,2110,0.000839038948875517,"C5orf24",5177,-1612
"ENSG00000263361",0,0,0,16,27,30,0.000839122752845103,"MIR378H",5178,594
"ENSG00000196666",3,2,0,214,17,101,0.000840773753189701,"FAM180B",5179,-1167
"ENSG00000170262",0,0,0,36,9,44,0.000841666646827127,"MRAP",5180,520
"ENSG00000156030",681,436,373,4728,5751,5843,0.000841892543761026,"MIDEAS",5181,-1297
"ENSG00000146215",29,13,64,11,11,4,0.000842525073438084,"CRIP3",5182,-4394
"ENSG00000198832",91,191,61,52,12,8,0.000842525073438084,"SELENOM",5183,-1771
"ENSG00000232136",0,0,0,20,21,30,0.000845464343171083,"DUXAP7",5184,608
"ENSG00000130589",1941,1264,5735,1244,1227,332,0.00084607220214868,"HELZ2",5185,-955
"ENSG00000164038",112,79,54,1447,707,1067,0.000847329506128337,"SLC9B2",5186,-2110
"ENSG00000278487",0,0,0,27,15,32,0.000847479733895211,"AC106800.3",5187,598
"ENSG00000226471",20,15,3,249,306,299,0.000847615458435651,"Z93930.2",5188,1392
"ENSG00000105619",214,190,538,177,172,208,0.000849836405949163,"TFPT",5189,-1281
"ENSG00000125818",7324,3887,6089,3572,2806,3219,0.000850870425843392,"PSMF1",5190,-1640
"ENSG00000228413",1,0,0,26,24,64,0.000851532824354129,"AC024937.1",5191,4996
"ENSG00000227813",0,0,0,8,91,19,0.000851636291193378,"Z82190.1",5192,422
"ENSG00000170088",179,192,223,1166,1510,1504,0.000852390505884449,"TMEM192",5193,-1640
"ENSG00000117362",2607,2906,8074,2423,3131,2346,0.000853950032741715,"APH1A",5194,-344
"ENSG00000251332",2,0,0,49,49,36,0.000854180049998783,"PSME2P4",5195,669
"ENSG00000132581",522,1004,5621,554,581,605,0.000855303002372531,"SDF2",5196,-1132
"ENSG00000244004",0,0,0,50,6,47,0.000858264150648401,"RPS3AP19",5197,3876
"ENSG00000147443",4528,4894,1794,511,1902,691,0.000860557987617587,"DOK2",5198,-1182
"ENSG00000246548",14,78,38,11,7,11,0.000860869403594909,"LINC02288",5199,-2986
"ENSG00000182512",1488,1456,1086,606,814,660,0.000862731853679207,"GLRX5",5200,-964
"ENSG00000231160",28,9,7,460,96,828,0.000862731853679207,"KLF3-AS1",5201,8356
"ENSG00000004809",108,57,58,918,657,1045,0.000862971282621158,"SLC22A16",5202,-2350
"ENSG00000204345",2,6,170,0,3,1,0.000863335911683194,"CD300LD",5203,-1608
"ENSG00000073169",1158,879,2805,1180,735,518,0.0008643767246389,"SELENOO",5204,-1435
"ENSG00000099219",354,108,218,3930,1595,4144,0.000865262599806513,"ERMP1",5205,-2072
"ENSG00000198435",14,17,1,176,71,2591,0.000867915749204914,"NRARP",5206,9933
"ENSG00000211820",27,44,11,4,1,7,0.000869428750218296,"TRAV41",5207,3205
"ENSG00000267476",1,0,0,23,69,25,0.00086990601705711,"AC104365.1",5208,2314
"ENSG00000239917",0,0,2,105,24,33,0.000870891985050578,"RPS10P16",5209,607
"ENSG00000139433",890,1219,6579,659,1139,535,0.000872092014068555,"GLTP",5210,-1019
"ENSG00000225311",1,0,1,22,77,39,0.000872555205856126,"AL024474.2",5211,1765
"ENSG00000136928",5,4,69,1,1,0,0.000875578898063614,"GABBR2",5212,-2573
"ENSG00000233623",1,0,0,33,34,29,0.000876494841926026,"PGAM1P11",5213,826
"ENSG00000248334",146,44,63,37,22,12,0.000878512846486886,"WHAMMP2",5214,-1161
"ENSG00000198373",3073,2664,9091,2211,3308,1910,0.000879599550547879,"WWP2",5215,-714
"ENSG00000249709",83,175,851,85,88,103,0.000880033222653559,"ZNF564",5216,-2725
"ENSG00000276043",181,62,167,1047,3107,1202,0.000880033222653559,"UHRF1",5217,-9
"ENSG00000177731",7645,5129,22458,5409,6751,4316,0.000880305355761474,"FLII",5218,-1360
"ENSG00000256898",0,0,1,34,28,33,0.000880353894973065,"ARPC3P4",5219,12167
"ENSG00000105617",163,170,342,110,155,151,0.000880776491648555,"LENG1",5220,-839
"ENSG00000143502",84,11,52,12,10,2,0.000880776491648555,"SUSD4",5221,-1775
"ENSG00000233990",0,0,0,11,55,23,0.000885340325154337,"AL353754.1",5222,2600
"ENSG00000171433",0,0,0,10,18,77,0.000885614229917626,"GLOD5",5223,2361
"ENSG00000199377",0,0,0,2,32,135,0.000886200875861053,"RNU5F-1",5224,322
"ENSG00000268743",0,0,1,26,40,31,0.000886218617618977,"AC008737.1",5225,2155
"ENSG00000264966",0,0,0,17,29,25,0.000887066547668448,"MIR5094",5226,621
"ENSG00000273449",11,3,2,117,204,88,0.000887066547668448,"AC093788.1",5227,-1260
"ENSG00000103490",518,1108,5919,451,698,600,0.000887905999399967,"PYCARD",5228,-126
"ENSG00000133114",135,195,347,1217,1278,1455,0.000888182673047746,"GPALPP1",5229,-955
"ENSG00000270062",13,17,35,149,175,143,0.000889909489046731,"AL606834.2",5230,5879
"ENSG00000137338",22,20,52,304,157,264,0.000891319910789658,"PGBD1",5231,310
"ENSG00000229358",32,11,12,310,231,296,0.000891422487312174,"DPY19L1P1",5232,-3751
"ENSG00000272477",0,0,0,17,25,29,0.00089279305069203,"AC144521.1",5233,486
"ENSG00000207385",0,0,0,18,21,33,0.000895891388603105,"RNU6-310P",5234,614
"ENSG00000162585",467,565,1560,608,439,410,0.000896598721026219,"FAAP20",5235,-3319
"ENSG00000257298",0,0,1,42,15,59,0.000899483098468435,"AC008147.2",5236,702
"ENSG00000260648",0,0,0,12,25,45,0.000899483098468435,"AC020658.3",5237,607
"ENSG00000207175",0,0,0,29,26,16,0.000899542986116202,"RNU1-67P",5238,6090
"ENSG00000219608",3,0,0,43,55,72,0.000899542986116202,"HIGD1AP16",5239,2848
"ENSG00000225940",8,5,62,2,2,0,0.000899542986116202,"C5orf67",5240,-3595
"ENSG00000134248",705,1047,7672,747,644,719,0.000901731115577887,"LAMTOR5",5241,-984
"ENSG00000215256",73,95,141,526,857,713,0.000902669705141235,"DHRS4-AS1",5242,-1288
"ENSG00000188322",634,866,86,174,18,23,0.000902729883726725,"SBK1",5243,-1095
"ENSG00000241106",365,150,169,110,78,29,0.000903920025055617,"HLA-DOB",5244,5337
"ENSG00000269938",0,0,0,32,10,42,0.000904608696982042,"AC068790.2",5245,2814
"ENSG00000088340",8,8,3,403,229,30,0.00090509208441604,"FER1L4",5246,4195
"ENSG00000095906",616,895,1064,706,451,487,0.00090509208441604,"NUBP2",5247,-1817
"ENSG00000240970",20,5,6,202,190,171,0.000907631287976442,"RPL23AP64",5248,8595
"ENSG00000251002",13,0,9,129,123,681,0.000907741045589127,"AC244502.1",5249,7574
"ENSG00000227355",2,3,3,37,35,164,0.00090783781016931,"AL359644.1",5250,6852
"ENSG00000187624",12,9,11,241,52,273,0.000911038850006731,"C17orf97",5251,-338
"ENSG00000207445",1,3,0,97,26,75,0.000914788476196285,"SNORD15B",5252,10546
"ENSG00000108557",387,187,231,3910,2042,3133,0.000915308338827516,"RAI1",5253,-1616
"ENSG00000188487",9,15,31,3,5,1,0.000917550177384539,"INSC",5254,-928
"ENSG00000065526",1904,1446,2880,12959,10319,11092,0.000918389282517248,"SPEN",5255,-1764
"ENSG00000138050",55,97,79,648,572,862,0.000918389282517248,"THUMPD2",5256,-1080
"ENSG00000169224",69,12,25,792,208,2736,0.000918389282517248,"GCSAML",5257,-1505
"ENSG00000066651",31,68,51,564,356,604,0.000918844289254577,"TRMT11",5258,-664
"ENSG00000279089",82,27,23,712,649,977,0.000918844289254577,"AC005839.1",5259,-1649
"ENSG00000271967",0,0,0,24,23,21,0.000919363933053069,"AL583856.2",5260,2997
"ENSG00000231654",0,0,0,38,18,18,0.000919844992001978,"RPS6KA2-AS1",5261,2928
"ENSG00000138018",200,170,120,1682,1596,1858,0.000921374034079003,"SELENOI",5262,-1997
"ENSG00000234162",0,0,0,27,14,33,0.000921551034269935,"AC009505.1",5263,617
"ENSG00000263893",0,0,0,12,30,36,0.000923043766590384,"AC080037.2",5264,541
"ENSG00000134644",838,886,1946,6754,5924,5608,0.000923324677502058,"PUM1",5265,-1689
"ENSG00000241493",0,0,0,15,21,41,0.000923324677502058,"AC018638.3",5266,12189
"ENSG00000166444",11,17,14,316,85,192,0.000923694008704201,"DENND2B",5267,1942
"ENSG00000172336",152,233,316,181,137,129,0.000925194962298798,"POP7",5268,-784
"ENSG00000230536",0,0,0,18,36,19,0.000925194962298798,"AL360268.1",5269,3046
"ENSG00000234886",0,0,0,21,19,30,0.000925572827810486,"MTND5P26",5270,407
"ENSG00000113356",7,10,58,464,170,279,0.000927998186165398,"POLR3G",5271,-551
"ENSG00000164022",224,435,443,2816,2472,2799,0.000929816619266335,"AIMP1",5272,-450
"ENSG00000228852",0,0,0,22,32,17,0.000929816619266335,"AC092802.2",5273,5034
"ENSG00000138078",119,145,399,1237,1287,1495,0.000930326521426439,"PREPL",5274,1029
"ENSG00000270112",3,0,0,42,52,81,0.000932643038860334,"AC090241.2",5275,4403
"ENSG00000240634",0,0,2,30,52,41,0.000932786573768775,"AC145285.1",5276,4780
"ENSG00000228131",0,0,0,73,8,23,0.000933301726482958,"IGHD6-6",5277,9565
"ENSG00000254879",0,0,0,35,172,1,0.00093352696010261,"PTPRJ-AS1",5278,258
"ENSG00000227617",0,0,0,17,17,45,0.000935748829371644,"CERS6-AS1",5279,586
"ENSG00000268015",1,0,0,37,18,55,0.000935748829371644,"AC010320.2",5280,3107
"ENSG00000231074",437,461,187,4498,4524,6684,0.00093645053346637,"HCG18",5281,-1926
"ENSG00000205940",2,2,5,53,31,96,0.000938715415170005,"HSP90AB2P",5282,10589
"ENSG00000109854",302,827,6798,313,552,315,0.000938787829361567,"HTATIP2",5283,-969
"ENSG00000197818",2008,3208,13072,2772,1898,1771,0.000939121733963719,"SLC9A8",5284,-1134
"ENSG00000108848",1271,1441,2752,9751,9373,14775,0.000939404337946667,"LUC7L3",5285,-1390
"ENSG00000231443",4,0,0,138,37,87,0.000939782888561692,"AC124944.1",5286,-1730
"ENSG00000200840",0,0,0,17,25,28,0.000940287424150146,"RNU6-82P",5287,2950
"ENSG00000240385",0,0,0,29,21,19,0.000940428446892744,"RPS29P20",5288,640
"ENSG00000237938",18,4,5,142,215,182,0.000940510325477022,"AL450998.2",5289,3078
"ENSG00000148834",925,2285,9806,906,1525,831,0.000941486866981047,"GSTO1",5290,-931
"ENSG00000221823",1946,1417,5811,970,1283,1713,0.000942279702502327,"PPP3R1",5291,1306
"ENSG00000259258",0,0,0,22,19,28,0.000942654971169707,"AC013553.1",5292,450
"ENSG00000154978",897,1010,7619,903,885,442,0.000943113862378987,"VOPP1",5293,-935
"ENSG00000168405",155,212,666,2423,1968,5812,0.00094580850356026,"CMAHP",5294,2367
"ENSG00000047662",5,2,12,138,62,63,0.000946045311850368,"FAM184B",5295,12626
"ENSG00000211513",0,0,0,26,20,22,0.000946884290842128,"MIR320E",5296,23336
"ENSG00000122435",77,140,81,1066,846,1360,0.000947540783848176,"TRMT13",5297,-1818
"ENSG00000201179",0,0,0,30,43,10,0.000948244796196403,"RNU6-1322P",5298,584
"ENSG00000272316",28,8,25,234,177,267,0.000951226767924324,"AL021368.2",5299,-2339
"ENSG00000186566",611,617,620,4595,4447,4427,0.000951397760345884,"GPATCH8",5300,9715
"ENSG00000102554",146,83,174,93,38,55,0.000953991002751032,"KLF5",5301,-881
"ENSG00000206595",0,0,0,14,23,39,0.000959021749000213,"RNU6-877P",5302,515
"ENSG00000263300",0,0,0,14,43,21,0.000959021749000213,"AC015853.3",5303,2845
"ENSG00000162931",23,14,24,181,144,209,0.000959538566024925,"TRIM17",5304,174
"ENSG00000135686",325,264,431,2086,2039,1791,0.000960462503692897,"KLHL36",5305,23738
"ENSG00000276988",0,0,0,25,19,24,0.000961230360731929,"Metazoa_SRP",5306,6176
"ENSG00000196792",180,148,471,1456,1553,1591,0.000962146434084668,"STRN3",5307,-1028
"ENSG00000163156",565,835,3003,511,714,537,0.000962403095077641,"SCNM1",5308,-781
"ENSG00000103832",0,0,0,20,38,16,0.000963037978395727,"GOLGA8UP",5309,453
"ENSG00000200651",0,0,0,20,38,16,0.000963037978395727,"Y_RNA",5310,8980
"ENSG00000232282",0,0,0,20,15,42,0.000963970430226668,"MTND1P32",5311,559
"ENSG00000240498",8,2,1,59,151,124,0.000963970430226668,"CDKN2B-AS1",5312,3004
"ENSG00000261668",0,0,0,46,21,13,0.00096417439311742,"AC093591.2",5313,2779
"ENSG00000188011",62,145,11,14,0,4,0.000965949773462553,"RTP5",5314,-1363
"ENSG00000232454",1,2,0,43,75,29,0.000967963218046458,"AL138752.1",5315,850
"ENSG00000247228",0,0,0,13,42,23,0.000971692992038927,"AC009060.1",5316,5920
"ENSG00000236008",2,0,0,24,75,58,0.000972071129414152,"LINC01814",5317,7354
"ENSG00000116120",282,336,472,2085,1925,2322,0.000972463495522191,"FARSB",5318,-847
"ENSG00000269887",5,60,16,4,2,0,0.000973040482119137,"AL391001.1",5319,-918
"ENSG00000279913",0,0,0,32,58,7,0.000973373295723119,"AP001962.1",5320,493
"ENSG00000106211",6272,1305,1365,346,531,1075,0.000973752964676243,"HSPB1",5321,-1377
"ENSG00000157823",941,1079,4617,919,1030,759,0.000973906440874375,"AP3S2",5322,35218
"ENSG00000230185",2,1,5,63,29,68,0.000974025525648714,"C9orf147",5323,13970
"ENSG00000280354",0,0,0,17,23,30,0.000974157684820821,"AC073592.9",5324,625
"ENSG00000256591",8,28,14,208,228,234,0.000974634923376551,"AP003108.2",5325,2408
"ENSG00000134852",162,138,452,1706,1667,1175,0.000975129254138377,"CLOCK",5326,-1327
"ENSG00000272501",145,333,2386,194,185,159,0.000977279883985722,"AL662844.4",5327,-869
"ENSG00000234293",0,0,0,21,85,7,0.000979613572438563,"BACH1-IT3",5328,471
"ENSG00000276101",7,4,15,0,0,0,0.000979866289845203,"AC027601.3",5329,NA
"ENSG00000104522",2315,1266,1700,1254,485,435,0.000979877016600044,"GFUS",5330,-1221
"ENSG00000169738",719,550,945,569,506,520,0.000981224994538947,"DCXR",5331,-1520
"ENSG00000136937",379,421,964,3206,3024,2753,0.000981557096146119,"NCBP1",5332,-1211
"ENSG00000197182",38,47,130,465,453,1554,0.000982051203587378,"MIRLET7BHG",5333,-1121
"ENSG00000069535",42,20,54,11,0,1,0.000982951082843956,"MAOB",5334,-3013
"ENSG00000273989",1,0,0,13,47,62,0.000982951082843956,"AC022079.1",5335,2345
"ENSG00000256739",0,0,0,14,33,26,0.000983769262702254,"AP002892.2",5336,612
"ENSG00000125864",47,68,14,10,1,9,0.000985244057112207,"BFSP1",5337,-974
"ENSG00000262074",4,0,0,238,50,45,0.00098531707827149,"SNORD3B-2",5338,-1428
"ENSG00000277203",193,266,1240,89,245,116,0.0009857828527969,"F8A1",5339,-662
"ENSG00000125462",30,43,64,21,15,25,0.000991548655219945,"MIR9-1HG",5340,-3596
"ENSG00000225551",0,0,0,19,27,22,0.000991548655219945,"AL157827.1",5341,471
"ENSG00000176148",175,134,304,1256,1106,978,0.000991767732984229,"TCP11L1",5342,-1282
"ENSG00000188305",349,610,7899,492,370,351,0.000991767732984229,"PEAK3",5343,-1455
"ENSG00000215717",1446,2053,5508,1139,1905,1340,0.000992311826097792,"TMEM167B",5344,-233
"ENSG00000229046",0,0,0,22,8,72,0.000992311826097792,"HMGN1P2",5345,5396
"ENSG00000262118",1,0,2,64,32,28,0.000992644203741619,"MTCO1P28",5346,717
"ENSG00000273035",0,0,0,15,24,33,0.000995727982620766,"AC007684.2",5347,2924
"ENSG00000269901",0,0,0,18,32,20,0.000998355331126608,"AC010531.5",5348,8987
"ENSG00000165209",211,87,140,1656,1095,2236,0.000998442776286496,"STRBP",5349,-1523
"ENSG00000248791",4,0,4,67,464,13,0.000999155656530956,"AC010627.1",5350,-716
"ENSG00000065183",113,216,321,1683,1307,1248,0.00100149581836247,"WDR3",5351,-2227
"ENSG00000132109",569,1034,7047,763,640,491,0.00100191582735862,"TRIM21",5352,-904
"ENSG00000006468",11,10,43,3,4,0,0.001002208156629,"ETV1",5353,-3020
"ENSG00000136286",10831,10783,13868,5328,8195,8235,0.0010023194064827,"MYO1G",5354,-2106
"ENSG00000253457",0,0,0,17,24,28,0.00100464878313926,"SMIM18",5355,8702
"ENSG00000185730",44,42,51,474,271,335,0.0010076787638716,"ZNF696",5356,3241
"ENSG00000269321",0,0,0,16,33,22,0.00100890458160079,"AC011466.2",5357,6195
"ENSG00000183018",75,121,304,4624,435,3076,0.00101003713429958,"SPNS2",5358,-1045
"ENSG00000232037",0,0,0,15,31,25,0.00101153498043802,"AL590556.1",5359,8332
"ENSG00000175221",1637,2378,6369,2369,1410,1472,0.00101364532182836,"MED16",5360,-1359
"ENSG00000159314",3791,5411,15447,3560,5151,2702,0.00101421365897863,"ARHGAP27",5361,-1068
"ENSG00000246067",7,31,62,303,334,434,0.00101423133576166,"RAB30-DT",5362,553
"ENSG00000247095",159,59,380,72,5,14,0.00101424411165055,"MIR210HG",5363,-1148
"ENSG00000198908",14,20,36,2,1,8,0.00101465761958397,"BHLHB9",5364,22178
"ENSG00000236816",0,0,0,98,1,73,0.00101473974922804,"ANKRD20A7P",5365,1895
